video_id,video_titulo,comentario_id,comentario,comentario_data,canal_id,canal_titulo,canal_pais,texto_limpo,idioma,associa_brasil,menciona_prisao,menciona_intervencao,posicao_prisao,posicao_intervencao,,
nuM8-Z4rApo,A queda de Maduro: e agora?!,UgwlBbi2l9_4pbgBEPF4AaABAg,"EU ADOREI ESSA PRISÃO, QUE ELE APODREÇA NA CADEIA, É O QUE MERECE ESSE BANDIDO E TODOS QUE DE ALGUMA FORMA BLINDAM O MADURO, BOA NOITE!!!!!",2026-01-04T23:46:08Z,UCsQZuqvj2yp6DK39TooDd6Q,Rodrigo Constantino,BR,eu adorei essa prisao que ele apodreca na cadeia e o que merece esse bandido e todos que de alguma forma blindam o maduro boa noite,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
u0fr0NvKafA,Venezuelanos comemoram captura de Maduro pelos EUA,UgzOenSV17DKTbuiBZZ4AaABAg,*SERVIÇO INACABADO É SERVIÇO PORCO* TRUMP fez a faxina pela metade.... *Tinha que prender tbm a vice presidente Rodrigues.*  *E não pode se esquecer que ainda tem a Praça dos 3 Poderes e o Palácio da Alvorada em Brasília.* 🤬😡😒👊,2026-01-04T07:45:14Z,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,BR,servico inacabado e servico porco trump fez a faxina pela metade tinha que prender tbm a vice presidente rodrigues e nao pode se esquecer que ainda tem a praca dos poderes e o palacio da alvorada em brasilia,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
4yj4IhQe18o,Como forças de elite dos EUA capturaram Nicolás Maduro,UgzxMzY5uvrkuoZns3l4AaABAg,Venezuelanos tendo salario mínimo 1 dolar por mês  e esse ditador vestido de nike.... que o maduro apodreça na cadeia,2026-01-06T00:00:15Z,UCaGmdJSSiR7fkh2A-c6emsA,g1,BR,venezuelanos tendo salario minimo dolar por mes e esse ditador vestido de nike que o maduro apodreca na cadeia,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
4yj4IhQe18o,Como forças de elite dos EUA capturaram Nicolás Maduro,UgwuFecWTol3PhcBlEp4AaABAg,Obrigado meu Deus por ter usado o Donald tramp para prender o ditador maduro amigo do lula 👏👏👏👏,2026-01-06T17:39:23Z,UCaGmdJSSiR7fkh2A-c6emsA,g1,BR,obrigado meu deus por ter usado o donald tramp para prender o ditador maduro amigo do lula,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
l3Cbe2c7qwU,Trump ameaça Delcy Rodríguez e fala em “fim pior que Maduro” | #NewsDomingo,Ugzcpr6D-AoVX_mfY-p4AaABAg,"presidente Trump  ..você só prendeu o maduro, mas a Venezuela continua sendo massacrada pelo regime de maduro ok,tem que prender muita gente ok,e colocar o que ganhou às eleições ók faça o correto e Deus te abençoará, Amém.",2026-01-11T12:19:47Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,presidente trump voce so prendeu o maduro mas a venezuela continua sendo massacrada pelo regime de maduro oktem que prender muita gente oke colocar o que ganhou as eleicoes ok faca o correto e deus te abencoara amem,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
EOG_epeGBrU,"Veja momento em que Maduro desembarca em Nova York, nos EUA | #PlantãoNews",UgxQ2dGSSR2_YgN_Tpd4AaABAg,"Maduro e Bolsonaro escolheram a prisão do que a liberdade, Bolsonaro estava muito bem em uma das suas mansões, mas prefiro a prisão..... burrice demais...",2026-01-04T21:46:52Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,maduro e bolsonaro escolheram a prisao do que a liberdade bolsonaro estava muito bem em uma das suas mansoes mas prefiro a prisao burrice demais,pt,TRUE,TRUE,FALSE,NEUTRO,NaN,,
lsnGy9jdG18,Como a Delta Force entrou em Caracas e capturou Nicolás Maduro?,UgxMoHAM0KWGTnCbn694AaABAg,Vem buscar o lula pelo amor de Deus leva o PT todo,2026-01-06T13:48:34Z,UCxDFRhF3Y1A_Gd0-cF8gbqQ,Hoje no Mundo Militar,BR,vem buscar o lula pelo amor de deus leva o pt todo,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
M8wTXgJuC1o,"Rússia terá que &quot;andar na linha&quot;, diz Trump após captura de Maduro | CNN Brasil",UgxzcQoC5Nk9uIVGI2t4AaABAg,A vice de maduro ainda está lá um dia desses ela mandou prender os jornalistas vcs não sabem disso?,2026-01-09T19:17:37Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,a vice de maduro ainda esta la um dia desses ela mandou prender os jornalistas vcs nao sabem disso,pt,FALSE,TRUE,FALSE,NEUTRO,NaN,,
lsnGy9jdG18,Como a Delta Force entrou em Caracas e capturou Nicolás Maduro?,UgzGPw-MqsC8eMmsYB54AaABAg,Gotei este ditador Nicolas maduro nojento palhaço gostava de faz exibição nas Redes sociais com fuzil em mão bem feito tá na prisão.so vai sair morto  a sim Deus vai permitir.colher que ele plantou,2026-01-08T00:09:38Z,UCxDFRhF3Y1A_Gd0-cF8gbqQ,Hoje no Mundo Militar,BR,gotei este ditador nicolas maduro nojento palhaco gostava de faz exibicao nas redes sociais com fuzil em mao bem feito ta na prisaoso vai sair morto a sim deus vai permitircolher que ele plantou,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
KzAyxGbn6Mc,Flávio e Eduardo Bolsonaro criticam Lula após prisão de Maduro ⚠️,Ugy2DvgmrTxOvaAe2eB4AaABAg,"ESTOU LOUCA PARA VER UMA DELAÇÃO DO MADURO.
ELE NÃO QUERER UMA PRISÂO PERPÊTUA. ACHO QUE PARA DIMINUIR SUAS PENAS ELE DELATA ATÊ SUA MÃE.",2026-01-04T03:36:10Z,UCScnJVNPlurZVvBXLs1qXXw,Bastidores do Poder,BR,estou louca para ver uma delacao do maduro ele nao querer uma prisao perpetua acho que para diminuir suas penas ele delata ate sua mae,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
3j7u9p9s4Qk,Prisão de MADURO pode significar o FIM para LULA e o PT,UgyOK6iWZaKXVaAp6iJ4AaABAg,"O Donald Trump está corretíssimo em prender Nicolas Maduro e sua esposa. Também deveria encarcerar os Ministros do Supremo Tribunal Federal e também o Presidente da República e o seu vice como toda a cúpula do PT, PSOL, PC do B e PSDB.",2026-01-04T18:46:26Z,UC5Bw0GoCfHk9tA_30ltCw9Q,Mundo Polarizado | Olimpio Araujo Junior,BR,o donald trump esta corretissimo em prender nicolas maduro e sua esposa tambem deveria encarcerar os ministros do supremo tribunal federal e tambem o presidente da republica e o seu vice como toda a cupula do pt psol pc do b e psdb,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
gnDLiYTQlXE,"O que aconteceu com Maduro pode se repetir com outros líderes, diz Trump | #PlantãoNews",UgyM1g8rg89YUlddRY14AaABAg,"SÓ. SE.  FOR.  OS. VENEZUELANOS,,  QUE.  SÃO.  BANDIDOS,   COMO . MADURO ESTRAGADO,   É. BANDIDO!!   PRA. ELES,  FICAR EM,,  TRISTES,,   COM.  A.  PRISÃO PERPÉTUA  DO.  MADURO,,  QUE. AMADURECEU,   MUITO,,   E.   APODRECEU!!",2026-01-11T17:41:18Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,so se for os venezuelanos que sao bandidos como maduro estragado e bandido pra eles ficar em tristes com a prisao perpetua do maduro que amadureceu muito e apodreceu,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
f2J7uEsGuXo,Venezuelanos comemoram captura de Maduro nas ruas do Chile,UgywZ188hCzSKosjrvF4AaABAg,"De novo, os socialistas são os únicos a se queixar da prisão do ditador. Estão sempre ao lado dos maus. Será que os que defendem Maduro são pessoas ignorantes, malignas ou apenas idiotas úteis?",2026-01-06T11:05:18Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,de novo os socialistas sao os unicos a se queixar da prisao do ditador estao sempre ao lado dos maus sera que os que defendem maduro sao pessoas ignorantes malignas ou apenas idiotas uteis,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
kIH7kI8SW5o,Veja primeiras imagens de Maduro sob custódia nos EUA,UgyeZtkrPakbplcZsQ54AaABAg,Agora o maduro vai apodrecer na cadeia,2026-01-05T03:34:33Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,agora o maduro vai apodrecer na cadeia,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
v6u52jkvLOQ,Javier Milei Provoca Lula depois da Prisão de Nicolas Maduro,UgwJaYqTXryeliEEAnN4AaABAg,"Prisão para os corruptos e bandidos, Venezuela e Brasil livres!",2026-01-04T13:03:53Z,UCWRkLSgRxR0rjGgoAdASrRA,Felipe Dantas,BR,prisao para os corruptos e bandidos venezuela e brasil livres,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
3j7u9p9s4Qk,Prisão de MADURO pode significar o FIM para LULA e o PT,UgzsjPkT1p7JgaABE_x4AaABAg,O LULA SABE QUE SUA PRISÃO -É UMA POSSIBILIDADE BEM PRÓXIMA.SEU COMPARSA QUERIDO-NARCODITADOR NICOLÁS MADURO -REPRESENTA APENAS O COMEÇO DAS PRISÕES DOS NARCOTERRORISTAS LATINO AMERICANO.,2026-01-05T00:37:18Z,UC5Bw0GoCfHk9tA_30ltCw9Q,Mundo Polarizado | Olimpio Araujo Junior,BR,o lula sabe que sua prisao e uma possibilidade bem proximaseu comparsa queridonarcoditador nicolas maduro representa apenas o comeco das prisoes dos narcoterroristas latino americano,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
v6u52jkvLOQ,Javier Milei Provoca Lula depois da Prisão de Nicolas Maduro,UgwKY8trtBhuYCFu7wd4AaABAg,"LULADRÃO safado esse tipo d governo INCOPETENTE e INÚTIL usa a democracia como palavra chave p destruir e arruinar países 
estamos arrecadando horrores d impostos e estão sumindo tudo no sigilo d governo 
GENTE DE BEM E DE HONRA APOIA A PRISÃO DESSE VAGABUNDO Q FAZ O POVO VENEZUELANO CJORAR D ALEGRIA AO VER SEU CARRASCO SENDO PRESO 
PENA Q É POR OUTRI PAÍS E NAO PELAS FORÇAS ARMADA  DO SEU 0AIS Q JURARAM PROTEGER O POVO E RESPEITAR A BANDEIRA D PAIS
VERGONHOSO 
AQUI NO BRASIL VAI SER O MESMO O NOSSO STM SE É QUE TEMOS DEVE TA RECEBENDO SO PODE PQ TANTA HARBITRARIEDADE ACOBTECENDO E NADA ACONTECE..
VERGONHOSO 
EU APOIO A PRISAO DESSE SALAFRAIRIO E O PRÓXIMO  ADVINHA.....",2026-01-04T13:25:13Z,UCWRkLSgRxR0rjGgoAdASrRA,Felipe Dantas,BR,luladrao safado esse tipo d governo incopetente e inutil usa a democracia como palavra chave p destruir e arruinar paises estamos arrecadando horrores d impostos e estao sumindo tudo no sigilo d governo gente de bem e de honra apoia a prisao desse vagabundo q faz o povo venezuelano cjorar d alegria ao ver seu carrasco sendo preso pena q e por outri pais e nao pelas forcas armada do seu ais q juraram proteger o povo e respeitar a bandeira d pais vergonhoso aqui no brasil vai ser o mesmo o nosso stm se e que temos deve ta recebendo so pode pq tanta harbitrariedade acobtecendo e nada acontece vergonhoso eu apoio a prisao desse salafrairio e o proximo advinha,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
JHl5ci25B8I,Prisão de MADURO pode ser o FIM de LULA e do PT,Ugxcec4l9LsQaLpGN1h4AaABAg,E maduro agora tu faz essa dançarina   na cadeia,2026-01-05T09:15:38Z,UC5Bw0GoCfHk9tA_30ltCw9Q,Mundo Polarizado | Olimpio Araujo Junior,BR,e maduro agora tu faz essa dancarina na cadeia,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
XDByNex5jIU,Trump publica imagem de Maduro preso a bordo de navio dos EUA,UgwUekA7OpRCA-PYWlB4AaABAg,Omproximo passo agora é julgamento e condenação com sentença de pena de morte. Não tem que ficar sustentando terrorista em cadeias não.,2026-01-03T22:50:27Z,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,BR,omproximo passo agora e julgamento e condenacao com sentenca de pena de morte nao tem que ficar sustentando terrorista em cadeias nao,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
J7T30SjJcX4,OESTE URGENTE - TRUMP ATACA A VENEZUELA E CAPTURA MADURO - 03/01/2026,UgzurK6MwUG2jUOGtH94AaABAg,"Adoro a Revista Oeste! É a Única mídia que fala a Verdade.
Agora Falta PRENDER o DITADOR/NARCOTRAFICANTE LULADRÃO e seus Comparsas!!!! VEM MISTER TRUMP!!!
Feliz 2026!!!
Obs: quando a russia Comunista INVADIU a Ukrania luladrão Não Condenou a russia nem o Podre do putin.",2026-01-03T18:56:44Z,UCBQAI1ZhurW3nbtJR-gBBZg,Revista Oeste,BR,adoro a revista oeste e a unica midia que fala a verdade agora falta prender o ditadornarcotraficante luladrao e seus comparsas vem mister trump feliz obs quando a russia comunista invadiu a ukrania luladrao nao condenou a russia nem o podre do putin,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
kIH7kI8SW5o,Veja primeiras imagens de Maduro sob custódia nos EUA,Ugwdr_6Dpal2heZDE0B4AaABAg,Vem buscar o satanás do Lula também nos salve por favor,2026-01-05T00:00:47Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,vem buscar o satanas do lula tambem nos salve por favor,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
4oxf_QPOJm8,Trump publica foto de Maduro dentro de navio de guerra após captura | AGORA CNN,Ugze8VtG9i8pAHeLF_F4AaABAg,"Xi gin pin tem que ficar mais esperto pq novamente vão querer a tal da escravidão sexual porém dessa vez a isca é pela mente. Usando tecnologia para nos prender na rede. O Putin sabe muito bem disso. Tem muito pervertido na Rússia infelizmente. E se eles não tomarem cuidado a Inglaterra vai colonizar a Rússia e é com a ajuda do Bush certo? Ai começa a escravidão sexual dos Russos. A Inglaterra aliada a Portugal, França,Espanha e Itália pra escravizar os Russos sexualmente e isso não se faz não. Por isso o Putin detesta a Inglaterra, e pode ter certeza que ele não gosta do Bush pq o Bush apoia a colonização da Rússia na verdade muito mais pra escravizar. É isso.",2026-01-03T21:05:43Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,xi gin pin tem que ficar mais esperto pq novamente vao querer a tal da escravidao sexual porem dessa vez a isca e pela mente usando tecnologia para nos prender na rede o putin sabe muito bem disso tem muito pervertido na russia infelizmente e se eles nao tomarem cuidado a inglaterra vai colonizar a russia e e com a ajuda do bush certo ai comeca a escravidao sexual dos russos a inglaterra aliada a portugal francaespanha e italia pra escravizar os russos sexualmente e isso nao se faz nao por isso o putin detesta a inglaterra e pode ter certeza que ele nao gosta do bush pq o bush apoia a colonizacao da russia na verdade muito mais pra escravizar e isso,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
JZYdw3O_V0U,DIAS TERRÍVEIS PARA LULA? Eduardo Bolsonaro reage à prisão de Maduro!,UgxUW2jRPLqgM5FLiDV4AaABAg,Essa desgraça fica lá no estados unidos e fazendo merda com o Brasil tem que buscar ele algemado e meter na cadeia,2026-01-04T21:05:54Z,UCVBHiXwksZlQtid4_DvY0ng,Conexão Vanguarda,BR,essa desgraca fica la no estados unidos e fazendo merda com o brasil tem que buscar ele algemado e meter na cadeia,pt,TRUE,TRUE,TRUE,APOIA_PRISAO,NaN,,
f2J7uEsGuXo,Venezuelanos comemoram captura de Maduro nas ruas do Chile,Ugx5L8f_pMQtUzKituN4AaABAg,cara é muito bom ver o maduro na cadeia ele merece morrer por tudo que ele fez.,2026-01-06T16:18:02Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,cara e muito bom ver o maduro na cadeia ele merece morrer por tudo que ele fez,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
ZPSb56Apkbk,🚨 URGENTE: Trump CAPTURA Nicolás Maduro de MADRUGADA 😱✈️ | O Que REALMENTE ACONTECEU Hoje?,UgzwBcQjDv7vBBvs1RV4AaABAg,Porque não levou o Lula e politicos juntos que prisão EUA funciona não igual o Brazil.,2026-01-04T22:38:01Z,UC960Xozkup-53I9CU_SUFCg,Anima Mapas,Nao informado,porque nao levou o lula e politicos juntos que prisao eua funciona nao igual o brazil,pt,TRUE,TRUE,TRUE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
jZh9QEk_rKg,Lula convoca reunião de emergência após Trump capturar Maduro,UgyWkwqkEwQrFyDFsR54AaABAg,Trump deveria vir no Brasil e prender esse cachaceiro e colocar ele junto ele é a puxa saco do  terrorista traficante,2026-01-03T23:00:58Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,trump deveria vir no brasil e prender esse cachaceiro e colocar ele junto ele e a puxa saco do terrorista traficante,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
XDByNex5jIU,Trump publica imagem de Maduro preso a bordo de navio dos EUA,UgxSOEfcctXDXQyIGiV4AaABAg,"Qual o nome do cara que nao quer largar o poder de jeito nenhum, e quando perde faz um estrago tão grande que o leva pra cadeia? Que o Maduro se lasque, mas tem outros por aqui também.",2026-01-04T13:41:09Z,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,BR,qual o nome do cara que nao quer largar o poder de jeito nenhum e quando perde faz um estrago tao grande que o leva pra cadeia que o maduro se lasque mas tem outros por aqui tambem,pt,FALSE,TRUE,FALSE,NEUTRO,NaN,,
HN_YedOzQ2k,"Após Prisão de Maduro, Ludmila Cria Perfil no Instagram e Diz Ter Provas Contra Lula",UgyqLMrk9xswPa0-vlF4AaABAg,Apoio a prisão do Ladrão Lula,2026-01-11T00:55:00Z,UC-0Iji1E4yOOwgzeh8opnKA,HFNew Atualidades,BR,apoio a prisao do ladrao lula,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
A5vwzaMTklk,Lula diz que ataques de Trump à Venezuela e prisão de Maduro são &#39;inaceitáveis&#39;,UgzFQ06Ctk_f3Hyq0Ih4AaABAg,"Hoje não falamos apenas de palavras. Falamos de vidas.
Falamos da liberdade de um povo e do direito de cada família viver com dignidade.
A liberdade não é um privilégio.
Ela é a base de uma sociedade justa, onde crianças podem crescer sem medo, onde famílias podem sonhar e onde ninguém é silenciado pela opressão.
Quando um povo é livre, nasce uma nova história.
Uma história escrita com respeito, oportunidades e proteção aos mais vulneráveis.
Defender a liberdade é defender o futuro.
É garantir que nossas crianças tenham voz, educação, segurança e esperança.
É assegurar que nenhuma família seja esquecida ou tratada com desigualdade.
Que nunca nos falte coragem para proteger a vida,
nem união para enfrentar a injustiça,
nem compromisso com um amanhã mais humano.
Porque um povo livre constrói um país mais forte.
E um país forte começa com famílias protegidas e crianças livres para viver, aprender e sonhar.
Muito obrigado.",2026-01-04T17:22:48Z,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL,BR,hoje nao falamos apenas de palavras falamos de vidas falamos da liberdade de um povo e do direito de cada familia viver com dignidade a liberdade nao e um privilegio ela e a base de uma sociedade justa onde criancas podem crescer sem medo onde familias podem sonhar e onde ninguem e silenciado pela opressao quando um povo e livre nasce uma nova historia uma historia escrita com respeito oportunidades e protecao aos mais vulneraveis defender a liberdade e defender o futuro e garantir que nossas criancas tenham voz educacao seguranca e esperanca e assegurar que nenhuma familia seja esquecida ou tratada com desigualdade que nunca nos falte coragem para proteger a vida nem uniao para enfrentar a injustica nem compromisso com um amanha mais humano porque um povo livre constroi um pais mais forte e um pais forte comeca com familias protegidas e criancas livres para viver aprender e sonhar muito obrigado,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
4yj4IhQe18o,Como forças de elite dos EUA capturaram Nicolás Maduro,Ugzp-FZ2A4PtFTdhg_94AaABAg,"Gostei,falta o presidente angolano.
Fiz um vídeo neste canal sobre o verdadeiro motivo de Trump prender esse corrupto",2026-01-07T16:49:12Z,UCaGmdJSSiR7fkh2A-c6emsA,g1,BR,gosteifalta o presidente angolano fiz um video neste canal sobre o verdadeiro motivo de trump prender esse corrupto,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
EOG_epeGBrU,"Veja momento em que Maduro desembarca em Nova York, nos EUA | #PlantãoNews",Ugw5Tos-Y-yX0UVc3rd4AaABAg,"Tomara que o próximo seja o Brasil..
Prender a Corja completa (PT e STF) 💪🇧🇷🇱🇷",2026-01-04T08:45:55Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,tomara que o proximo seja o brasil prender a corja completa pt e stf,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
b8gBn8bT-ic,A PRISÃO DE MADURO FOI SÓ O COMEÇO | O Verdadeiro Plano de Trump com a Venezuela,UgxT2cqAWznTsa1lNr94AaABAg,Trump tem que intervir no Brasil e prender estes ditadores,2026-01-10T22:17:44Z,UCT4nDeU5pv1XIGySbSK-GgA,O Primo Rico,BR,trump tem que intervir no brasil e prender estes ditadores,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
dtDXaAQRs9E,Venezuela sob Ataque – Trump lança forte ataque contra o regime Maduro #venezuela #maduro #trump,UgzbgrqvGGgRYnalTJh4AaABAg,AJumentada tá triste pq prenderam o Narcotráficante amigo do LULADRÃO,2026-01-03T21:22:15Z,UCxDFRhF3Y1A_Gd0-cF8gbqQ,Hoje no Mundo Militar,BR,ajumentada ta triste pq prenderam o narcotraficante amigo do luladrao,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
JZYdw3O_V0U,DIAS TERRÍVEIS PARA LULA? Eduardo Bolsonaro reage à prisão de Maduro!,UgyWl8CZCVAob6tfw3x4AaABAg,A federal  tem que prender este sujeito traidor da Pátria,2026-01-05T12:52:06Z,UCVBHiXwksZlQtid4_DvY0ng,Conexão Vanguarda,BR,a federal tem que prender este sujeito traidor da patria,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
azNDtbaVY6Y,Nicolás Maduro chega em NY após ser capturado pelos Estados Unidos | Brasil Urgente,UgwrFlDjAXJ8VgwXYsN4AaABAg,Será que o Estados Unidos terá coragem de prender o ditador da Coreia do Norte,2026-01-04T05:55:06Z,UCG-fFAxQjZgJmn0w7Brj5xQ,Brasil Urgente,BR,sera que o estados unidos tera coragem de prender o ditador da coreia do norte,pt,FALSE,TRUE,TRUE,NEUTRO,NaN,,
DgMbbN2vRjs,Prisão de Maduro escancara medo do Lula e da esquerda latino-americana | CAFÉ COM A GAZETA,UgwI1M5CvY0MBC484zN4AaABAg,"So falta o desafio de Lula contra o Trump que ele nao tem coragem de vir buscar o lulinha paz e amor la em Brasilia .entao eu mesmo digo .- Trump voce nao e de nada "" cobarde"" vem buscar o Lula aqui se voce for homem .aqui voce nao vem !!! 😂😂😂😂😂😂😂",2026-01-06T16:06:32Z,UCWdGgeyOnCOGnvhNdbVl1dQ,Gazeta do Povo,BR,so falta o desafio de lula contra o trump que ele nao tem coragem de vir buscar o lulinha paz e amor la em brasilia entao eu mesmo digo trump voce nao e de nada cobarde vem buscar o lula aqui se voce for homem aqui voce nao vem,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
gJl5M1sxfFg,Trump faz alerta ao presidente da Colômbia após captura de Maduro | CNN Brasil,UgwdSm7_zyN9f6V9E_t4AaABAg,"Tem que buscar ele, mas não esquece do cabeça de toda quadrilha que é o luladrão",2026-01-06T09:22:07Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,tem que buscar ele mas nao esquece do cabeca de toda quadrilha que e o luladrao,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
ulfRoXEpXEo,URGENTE! LAMARTINE POSELLA DELETOU A LIVE IMPORTANTÍSSIMA SOBRE A CAPTURA DE MADURO E REAÇÃO DE LULA,UgzKdto4lOxPSA1UHj94AaABAg,"Parabéns Pastor, viva JÉSUS CRISTO. E Lula na cadeia. Que DEUS abençoe Donald Trump",2026-01-08T11:28:06Z,UC2Ox5U4PFrjEvl5JM22FStg,Vinícius Siqueira,BR,parabens pastor viva jesus cristo e lula na cadeia que deus abencoe donald trump,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
XDByNex5jIU,Trump publica imagem de Maduro preso a bordo de navio dos EUA,UgxCGPHKf32op20MhgR4AaABAg,"Jurisdição dos EUA
EUA só podem julgar crimes que aconteceram em território americano ou que afetem diretamente os EUA.
Por exemplo: tráfico de drogas entrando nos EUA ou lavagem de dinheiro envolvendo bancos americanos.
Crimes cometidos dentro da Venezuela, como perseguições políticas ou tortura, não entram na jurisdição americana.
💡 Então, mesmo que os EUA quisessem, Maduro não poderia ser preso e julgado por ações internas da Venezuela sem um motivo legal internacional.",2026-01-04T03:26:13Z,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,BR,jurisdicao dos eua eua so podem julgar crimes que aconteceram em territorio americano ou que afetem diretamente os eua por exemplo trafico de drogas entrando nos eua ou lavagem de dinheiro envolvendo bancos americanos crimes cometidos dentro da venezuela como perseguicoes politicas ou tortura nao entram na jurisdicao americana entao mesmo que os eua quisessem maduro nao poderia ser preso e julgado por acoes internas da venezuela sem um motivo legal internacional,pt,FALSE,TRUE,TRUE,APOIA_PRISAO,NaN,,
M8wTXgJuC1o,"Rússia terá que &quot;andar na linha&quot;, diz Trump após captura de Maduro | CNN Brasil",Ugw0vW1ZhIpjIlL2FJV4AaABAg,CHINA RÚSSIA VENEZUELA SÃO. PAIS QUEREM  JOGAR OS POBRES NA MISÉRIA APROFUNDANDO SE AFOGANDO EE ELES ANDAREM   FLUTUANDO   SAO SATANISTAS MAIS DIANTE DO TRIBUNAL DE CRISTO VÃO PAGAR MUITO CARO,2026-01-10T11:31:46Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,china russia venezuela sao pais querem jogar os pobres na miseria aprofundando se afogando ee eles andarem flutuando sao satanistas mais diante do tribunal de cristo vao pagar muito caro,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
azNDtbaVY6Y,Nicolás Maduro chega em NY após ser capturado pelos Estados Unidos | Brasil Urgente,UgzGLad0VNOz8cSMyKF4AaABAg,"Prisão perpétua para esse fulano chamado Nicolás Maduro, ditador fraudador",2026-01-04T05:06:01Z,UCG-fFAxQjZgJmn0w7Brj5xQ,Brasil Urgente,BR,prisao perpetua para esse fulano chamado nicolas maduro ditador fraudador,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
XDByNex5jIU,Trump publica imagem de Maduro preso a bordo de navio dos EUA,Ugzp0obj3A_-RaGXRT94AaABAg,Todo ditador tem que ser  preso prisão perpétua,2026-01-04T00:30:58Z,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,BR,todo ditador tem que ser preso prisao perpetua,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
UCn7s6U5SfI,A QUEDA DE MADURO PODE DESTRUIR O GOVERNO PUTIN,Ugx0z1URj0TSC9DONsh4AaABAg,OLHE AÍ O PUTIM COMPROU O PETROLIO DA VENEZUELA; E AGORA ESTA DESESPERADO COM A PRISÃO DE MADURO.,2026-01-06T21:19:45Z,UCpLR-q8rFLe_rEAXf4PRxRg,Daniel Lopez,BR,olhe ai o putim comprou o petrolio da venezuela e agora esta desesperado com a prisao de maduro,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
