video_id,video_titulo,comentario_id,comentario,comentario_data,canal_id,canal_titulo,canal_pais,texto_limpo,idioma,associa_brasil,menciona_prisao,menciona_intervencao,posicao_prisao,posicao_intervencao
3CN3hULHX6s,Trump confirma ataque dos EUA à Venezuela e diz que Maduro foi capturado | BREAKING NEWS,Ugw2Z5ByLn0IXVasywZ4AaABAg,Brasília peecisa dessa faxina ! Esquerda preocupada com o companheiro assassino preso pelo Trump! Venezuela agora é do povo ! Sem judiciário com conluio com o governo e militares aliados !🇺🇸 EUA meteu fogo nas bases militares !Que tome posse o presidente que ganhou !,2026-01-03T18:20:53Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,brasilia peecisa dessa faxina esquerda preocupada com o companheiro assassino preso pelo trump venezuela agora e do povo sem judiciario com conluio com o governo e militares aliados eua meteu fogo nas bases militares que tome posse o presidente que ganhou,pt,TRUE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
cSCOHvNsYrA,TRUMP DIZ QUE IRÁ ADMINISTRAR VENEZUELA APÓS CAPTURA DE MADURO | AGORA CNN,UgwX0T46Yv9tfdYQXz14AaABAg,"O Brasil tem que  agir  fazer lá go sua bomba  atômica se não vai acontecer aesma coisa no  Brasil ,fazer  uma aliança na América do  Sul e os Países que forem contra  , por eles na lista sta Negra de inimigos , um País com ajuda da Europa e Otan ficam  roubando os Países  mais Pobres e levando  medo e falência dos Países está na hora dos Países se Unirem e irem pra cima dos Estados Unidos chega de putaria os Estados Unidos já levaram vários Países a Miséria com o  apóio da Europa que paga Pau pro o Estados Unidos.",2026-01-04T03:06:54Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,o brasil tem que agir fazer la go sua bomba atomica se nao vai acontecer aesma coisa no brasil fazer uma alianca na america do sul e os paises que forem contra por eles na lista sta negra de inimigos um pais com ajuda da europa e otan ficam roubando os paises mais pobres e levando medo e falencia dos paises esta na hora dos paises se unirem e irem pra cima dos estados unidos chega de putaria os estados unidos ja levaram varios paises a miseria com o apoio da europa que paga pau pro o estados unidos,pt,TRUE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
ek_QcoH1DVg,"Após ataques na Venezuela, Trump anuncia captura de Maduro | #NewsSabado",UgyRxm9qik314M8K5Xh4AaABAg,Que não seja o começo de uma guerra mundial,2026-01-04T20:15:37Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,que nao seja o comeco de uma guerra mundial,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
M8wTXgJuC1o,"Rússia terá que &quot;andar na linha&quot;, diz Trump após captura de Maduro | CNN Brasil",UgwlTm2fbMKih2zGZiJ4AaABAg,Ladrão é ditador  Estados Unidos uma vergonha mundial,2026-01-11T03:38:21Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,ladrao e ditador estados unidos uma vergonha mundial,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
f2J7uEsGuXo,Venezuelanos comemoram captura de Maduro nas ruas do Chile,UgzrTDvOmgAUeK8r-114AaABAg,Maduro estivesse aí mandava atropelar essa galera com tank de guerra... ditador louco,2026-01-07T13:48:43Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,maduro estivesse ai mandava atropelar essa galera com tank de guerra ditador louco,pt,FALSE,FALSE,TRUE,APOIA_PRISAO,NEUTRO
dtDXaAQRs9E,Venezuela sob Ataque – Trump lança forte ataque contra o regime Maduro #venezuela #maduro #trump,UgyykFyITJiMKb0UuwR4AaABAg,"Começando o ano com o pé direito 😂😂
Parabéns aos EUA",2026-01-03T20:59:18Z,UCxDFRhF3Y1A_Gd0-cF8gbqQ,Hoje no Mundo Militar,BR,comecando o ano com o pe direito parabens aos eua,pt,FALSE,FALSE,TRUE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA
4oxf_QPOJm8,Trump publica foto de Maduro dentro de navio de guerra após captura | AGORA CNN,UgzsqKJpE3IckutL9yt4AaABAg,"A queda genuína de um ditador ou de uma ditadura só acontece pelo próprio povo e não por um país estrangeiro, em nenhum dos países historicamente invadidos pelos Estados Unidos com a suposta alegação de que haveria algum tipo de ameaça desses países e seus regimes à sua ""segurança""  não houve nenhuma benefício real para aquelas populações, pelo contrário, os Estados Unidos envade destrói as infraestruturas, precariza as condições de vida da população mais do que era antes, oprime, tortura e humilha, depois larga uma terra arrasada na anarquia e no caus, esse é os Estados Unidos, uma nação imperialista que cria falsas ameaças da parte de países que não se alinham aos seus interesses econômicos e não os deixam por as garras de águia nos seus recursos naturais, até qua do vamos acreditar nessa mentira contada por eles, há um rastro histórico de destruição e abandono, sem provas de que, de fato havia ameaça real contra eles por parte dos inúmeros países e territórios assediados, invadidos e saqueados por esse Estado terrorista!",2026-01-03T23:57:38Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,a queda genuina de um ditador ou de uma ditadura so acontece pelo proprio povo e nao por um pais estrangeiro em nenhum dos paises historicamente invadidos pelos estados unidos com a suposta alegacao de que haveria algum tipo de ameaca desses paises e seus regimes a sua seguranca nao houve nenhuma beneficio real para aquelas populacoes pelo contrario os estados unidos envade destroi as infraestruturas precariza as condicoes de vida da populacao mais do que era antes oprime tortura e humilha depois larga uma terra arrasada na anarquia e no caus esse e os estados unidos uma nacao imperialista que cria falsas ameacas da parte de paises que nao se alinham aos seus interesses economicos e nao os deixam por as garras de aguia nos seus recursos naturais ate qua do vamos acreditar nessa mentira contada por eles ha um rastro historico de destruicao e abandono sem provas de que de fato havia ameaca real contra eles por parte dos inumeros paises e territorios assediados invadidos e saqueados por esse estado terrorista,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
jZh9QEk_rKg,Lula convoca reunião de emergência após Trump capturar Maduro,UgxseWBavYxnXj0Ogg54AaABAg,"COM CERTEZA O CACHACEIRO VAI REUNIR O NOSSO PODEROSO EXERCITO,QUE É O MAIS PODEROSO DO BRASIL E INVADIR OS EUA,NA OPERAÇÃO BARBAROSA MADALENA.",2026-01-03T21:51:02Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,com certeza o cachaceiro vai reunir o nosso poderoso exercitoque e o mais poderoso do brasil e invadir os euana operacao barbarosa madalena,pt,TRUE,FALSE,TRUE,NEUTRO,NEUTRO
cSCOHvNsYrA,TRUMP DIZ QUE IRÁ ADMINISTRAR VENEZUELA APÓS CAPTURA DE MADURO | AGORA CNN,UgzF7y-npRC3s9IXnu54AaABAg,"Os EUA agora estão roubando o petróleo de outros lugares,",2026-01-04T14:24:50Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,os eua agora estao roubando o petroleo de outros lugares,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
3CN3hULHX6s,Trump confirma ataque dos EUA à Venezuela e diz que Maduro foi capturado | BREAKING NEWS,UgxPZcie7SdrnIwFTnF4AaABAg,Agora se eua se meter no Brasil?,2026-01-03T17:58:26Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,agora se eua se meter no brasil,pt,TRUE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
-GvXSCGnEhI,Plantão da Globo: Venezuela é atacada pelos EUA,UgxW0_fssKtEQtgYqW14AaABAg,"Ainda alguém subestima o EUA? Se sim, pq não sabe nada sobre história.",2026-01-04T15:52:00Z,UCaGmdJSSiR7fkh2A-c6emsA,g1,BR,ainda alguem subestima o eua se sim pq nao sabe nada sobre historia,pt,FALSE,FALSE,TRUE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA
gJl5M1sxfFg,Trump faz alerta ao presidente da Colômbia após captura de Maduro | CNN Brasil,Ugwpc-xDAh_hvj7OOQJ4AaABAg,"Venezuela, Colômbia, e assim Trump vai fazendo a limpa.....a esquerda no Brasil está se vendo cada vez mais cercada, então o desespero da mídia, do governo, e Cia. Mas essa aproximação dos EUA, e benéfica para todos os povos desses países, e isso é o que importa.",2026-01-05T16:48:35Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,venezuela colombia e assim trump vai fazendo a limpaa esquerda no brasil esta se vendo cada vez mais cercada entao o desespero da midia do governo e cia mas essa aproximacao dos eua e benefica para todos os povos desses paises e isso e o que importa,pt,TRUE,FALSE,TRUE,NEUTRO,NEUTRO
3CN3hULHX6s,Trump confirma ataque dos EUA à Venezuela e diz que Maduro foi capturado | BREAKING NEWS,Ugx11CMmgfh8MKJHBql4AaABAg,Viva a América viva os Estados Unidos dá América!!!,2026-01-04T10:28:16Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,viva a america viva os estados unidos da america,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
3CN3hULHX6s,Trump confirma ataque dos EUA à Venezuela e diz que Maduro foi capturado | BREAKING NEWS,UgxNdg9MzRXRbFyIXwZ4AaABAg,O estados unidos foram dar Feliz ano novo pra Venezuela 😂😂,2026-01-04T04:39:16Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,o estados unidos foram dar feliz ano novo pra venezuela,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
u0fr0NvKafA,Venezuelanos comemoram captura de Maduro pelos EUA,UgzKcgIuQ9lEQlP3hTN4AaABAg,Cadê os amigos da Venezuela?: China  e Rússia  ! Os Estados Unidos  é o Senhor do mundo !,2026-01-04T15:48:03Z,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,BR,cade os amigos da venezuela china e russia os estados unidos e o senhor do mundo,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
uf2PKj-D7Ew,"Maduro e Cilia Flores chegam à DEA, agência antidrogas dos Estados Unidos, em Nova York",UgzrzIuEQEoQ3vXOWHJ4AaABAg,"Matar o Maduro, seria uma repercussão mt negativa para o Trump. A possibilidade real, é o acordo de fora aonde o Maduro ficaria fora dos interesses da Venezuela com sua ditadura medíocre, e o EUA poder controlar os recursos a vontade. E no final disso tudo, foi principalmente, culpa dos próprios Venezuelanos, que ambiciosos e ignorantes não souberam desenvolver sua própria riqueza nacional. Agora vão ter que se sujeitar a outro país, aonde vai entregar a liberdade em troca de riquezas. Para o cidadão comum venezuelano é ótimo, é o mesmo que ocorreu no Japão em 1950, Coreia do Sul no final do século XX, e agora com a Venezuela em 2026. Um grande negócio foi feito!",2026-01-05T12:47:57Z,UCthbIFAxbXTTQEC7EcQvP1Q,BBC News Brasil,BR,matar o maduro seria uma repercussao mt negativa para o trump a possibilidade real e o acordo de fora aonde o maduro ficaria fora dos interesses da venezuela com sua ditadura mediocre e o eua poder controlar os recursos a vontade e no final disso tudo foi principalmente culpa dos proprios venezuelanos que ambiciosos e ignorantes nao souberam desenvolver sua propria riqueza nacional agora vao ter que se sujeitar a outro pais aonde vai entregar a liberdade em troca de riquezas para o cidadao comum venezuelano e otimo e o mesmo que ocorreu no japao em coreia do sul no final do seculo xx e agora com a venezuela em um grande negocio foi feito,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
dtDXaAQRs9E,Venezuela sob Ataque – Trump lança forte ataque contra o regime Maduro #venezuela #maduro #trump,Ugwcy6bRgC47FDjbKEV4AaABAg,"Que país é os Estados Unidos! Que país! Foi uma operação rápida e eficaz, capturando um ditador narcotraficante.",2026-01-04T13:12:56Z,UCxDFRhF3Y1A_Gd0-cF8gbqQ,Hoje no Mundo Militar,BR,que pais e os estados unidos que pais foi uma operacao rapida e eficaz capturando um ditador narcotraficante,pt,TRUE,FALSE,TRUE,NEUTRO,NEUTRO
b8gBn8bT-ic,A PRISÃO DE MADURO FOI SÓ O COMEÇO | O Verdadeiro Plano de Trump com a Venezuela,Ugz7UVyjNeXHDirYcSd4AaABAg,"Mas a Venezuela já vai subir. Isto é inevitável.
Mas parece que se os latinos forem servos do EUA ou dos Comunistas a diferença é a liberdade. Porque servir ambos nos mantém pobres. Temos que esquecer comunismo e pensar ..estudar como sermos ricos.",2026-01-10T22:18:58Z,UCT4nDeU5pv1XIGySbSK-GgA,O Primo Rico,BR,mas a venezuela ja vai subir isto e inevitavel mas parece que se os latinos forem servos do eua ou dos comunistas a diferenca e a liberdade porque servir ambos nos mantem pobres temos que esquecer comunismo e pensar estudar como sermos ricos,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
lsnGy9jdG18,Como a Delta Force entrou em Caracas e capturou Nicolás Maduro?,UgyxCNAZuyHb8ZarzmF4AaABAg,Vídeo top.....e ação dos EUA muito inteligente.....veremos coisas assombrosas esse ano...,2026-01-06T02:32:31Z,UCxDFRhF3Y1A_Gd0-cF8gbqQ,Hoje no Mundo Militar,BR,video tope acao dos eua muito inteligenteveremos coisas assombrosas esse ano,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
u0fr0NvKafA,Venezuelanos comemoram captura de Maduro pelos EUA,Ugznkn19iQLIfmFQMpt4AaABAg,"Eu acho que nenhum  país deve invadir o outro, cada País tem seu jeito de governar.  O  povo tem poder de mudança de seu próprio País.",2026-01-03T20:14:04Z,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,BR,eu acho que nenhum pais deve invadir o outro cada pais tem seu jeito de governar o povo tem poder de mudanca de seu proprio pais,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
ml7U5Nvcdhk,🔴 AGORA: Trump fala à imprensa após captura de Maduro | Tradução simultânea | Cobertura especial,UgzaEMxzvq8gGN0-Cz54AaABAg,Que Deus proteja os EUA. E Deus nos livre do Lula e do Moraes.,2026-01-03T19:03:15Z,UCNmmFVVn2Z7ggGxPx_RkksQ,Epoch Times Brasil,BR,que deus proteja os eua e deus nos livre do lula e do moraes,pt,TRUE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
nuM8-Z4rApo,A queda de Maduro: e agora?!,UgyCSQZTaT1VFXqWdwJ4AaABAg,"Cara se informe antes de passar uma noticia, o proprio Trump falou na entrevista que os EUA iam governar a venezuela ate fazer uma transição do poder",2026-01-05T10:51:36Z,UCsQZuqvj2yp6DK39TooDd6Q,Rodrigo Constantino,BR,cara se informe antes de passar uma noticia o proprio trump falou na entrevista que os eua iam governar a venezuela ate fazer uma transicao do poder,pt,FALSE,FALSE,TRUE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA
6uA_LvrjIz4,TREZOITAO FALA SOBRE PRISÃO DE MADURO!!! #renatotrezoitao #podcast #trezoitao,UgyOxP9zPFRI9N6_ssl4AaABAg,Traduzindo os EUA é ladrão está roubando a riqueza dos outros,2026-01-04T19:18:59Z,UCMrBhi0HcDd8Qzm2zxGfegg,universotrezoitao,Nao informado,traduzindo os eua e ladrao esta roubando a riqueza dos outros,pt,FALSE,FALSE,TRUE,NEUTRO,NEUTRO
UCn7s6U5SfI,A QUEDA DE MADURO PODE DESTRUIR O GOVERNO PUTIN,UgwMnW_PUAjcvg1LV0d4AaABAg,Pois é...ele só faz guerra. Por que  ele não cria tecnologia pra extrair o petróleo deles? Não ....o cara não investe em tecnologia só na guerra. Esse é o problema só querem dominar o país dos outros.,2026-01-06T11:31:37Z,UCpLR-q8rFLe_rEAXf4PRxRg,Daniel Lopez,BR,pois eele so faz guerra por que ele nao cria tecnologia pra extrair o petroleo deles nao o cara nao investe em tecnologia so na guerra esse e o problema so querem dominar o pais dos outros,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
ZPSb56Apkbk,🚨 URGENTE: Trump CAPTURA Nicolás Maduro de MADRUGADA 😱✈️ | O Que REALMENTE ACONTECEU Hoje?,UgybaLoGDEE0EGznnSF4AaABAg,Acho que não é novidade vindo dos estados unidos,2026-01-05T11:01:28Z,UC960Xozkup-53I9CU_SUFCg,Anima Mapas,Nao informado,acho que nao e novidade vindo dos estados unidos,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
6uA_LvrjIz4,TREZOITAO FALA SOBRE PRISÃO DE MADURO!!! #renatotrezoitao #podcast #trezoitao,UgznoQhsqU6ipKHZJUh4AaABAg,"Se não fosse os EUA, para nós seria ainda pior se fosse china ou Rússia.   Salve Tramp.",2026-01-06T00:44:55Z,UCMrBhi0HcDd8Qzm2zxGfegg,universotrezoitao,Nao informado,se nao fosse os eua para nos seria ainda pior se fosse china ou russia salve tramp,pt,FALSE,FALSE,TRUE,NEUTRO,NEUTRO
l3Cbe2c7qwU,Trump ameaça Delcy Rodríguez e fala em “fim pior que Maduro” | #NewsDomingo,UgwtLdgDeJowTzXIxh54AaABAg,Concordo com presidente dos estados unidos.,2026-01-07T12:39:03Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,concordo com presidente dos estados unidos,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
ek_QcoH1DVg,"Após ataques na Venezuela, Trump anuncia captura de Maduro | #NewsSabado",UgyHDWXXpo5dt1X9ie94AaABAg," Trump tenta fazer parecer que a operação dos Eua foi um espetáculo quando na verdade rolou foi muita grana e traição!
          Onde estavam os simples sistemas antiaéreos (manpads) portáteis que são imunes a ataques cibernéticos e derrubam qualquer helicóptero?",2026-01-06T03:23:55Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,trump tenta fazer parecer que a operacao dos eua foi um espetaculo quando na verdade rolou foi muita grana e traicao onde estavam os simples sistemas antiaereos manpads portateis que sao imunes a ataques ciberneticos e derrubam qualquer helicoptero,pt,TRUE,FALSE,TRUE,NEUTRO,NEUTRO
gJl5M1sxfFg,Trump faz alerta ao presidente da Colômbia após captura de Maduro | CNN Brasil,Ugwld-QNmHwliW0h_Q14AaABAg,"Porque ele não prende os grandes traficantes que moram nos EUA? Inclusive,  ele trump soltou um traficante amigo dele de direita... é muita hipocrisia! Se ele quer combater o tráfico que comece no país de noia dele, inclusive na casa branca cheia de gente grande ligada ao tráfico,  inclusive financista da campanha eleitoral dele, trump 
Tem que ser muito demente para acreditar nesse ladrão de petróleo ⛽️",2026-01-05T16:58:08Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,porque ele nao prende os grandes traficantes que moram nos eua inclusive ele trump soltou um traficante amigo dele de direita e muita hipocrisia se ele quer combater o trafico que comece no pais de noia dele inclusive na casa branca cheia de gente grande ligada ao trafico inclusive financista da campanha eleitoral dele trump tem que ser muito demente para acreditar nesse ladrao de petroleo,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
jW2U4Stc9Vc,Brasil avalia posição sobre ataque dos EUA à Venezuela; Milei e Petro se manifestam | #NewsSábado,UgxgO51puRxPn-wL73F4AaABAg,Tô aguardando a turma do PT STF e MST invadir EUA vai lá cupanheiro é cupanheiro. Aguardando a busca do rato de 9 dedos kkkk,2026-01-03T16:44:41Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,to aguardando a turma do pt stf e mst invadir eua vai la cupanheiro e cupanheiro aguardando a busca do rato de dedos kkkk,pt,TRUE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
gJl5M1sxfFg,Trump faz alerta ao presidente da Colômbia após captura de Maduro | CNN Brasil,UgxkFSTg0BiobDU-sGF4AaABAg,Meu chapéu!! Mas desde quando os EUA perseguem traficantes?? O que Tramp fez com o Ex-presidente de Honduras??? O dinheiro que vem das drogas é fundamental para alimentar esse sistema!! 🙈🙈🙈🙈😂😂😂😂Wall street precisa continuar firme e forte!! 🤑🤑🤑,2026-01-05T23:12:59Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,meu chapeu mas desde quando os eua perseguem traficantes o que tramp fez com o expresidente de honduras o dinheiro que vem das drogas e fundamental para alimentar esse sistema wall street precisa continuar firme e forte,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
l3Cbe2c7qwU,Trump ameaça Delcy Rodríguez e fala em “fim pior que Maduro” | #NewsDomingo,UgzFdM3w4rARoY2JdTV4AaABAg,Trump é filho do diabo deixa o povo Venezuelano em paz. Trump podia resolver os problemas dos estados unidos da América.,2026-01-06T13:10:02Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,trump e filho do diabo deixa o povo venezuelano em paz trump podia resolver os problemas dos estados unidos da america,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
GUjcTbk_DKs,Donald Trump anuncia que Nicolás Maduro foi capturado e retirado da Venezuela,UgwMHlD_GS0g7ZGDWBB4AaABAg,"Imagina em um segundo você tá dboas, e no outro você tá sendo atacado e sequestrado pela divisão mais barra pesada dos EUA (Delta Force)",2026-01-04T11:51:11Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,imagina em um segundo voce ta dboas e no outro voce ta sendo atacado e sequestrado pela divisao mais barra pesada dos eua delta force,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
azNDtbaVY6Y,Nicolás Maduro chega em NY após ser capturado pelos Estados Unidos | Brasil Urgente,Ugwui0DpL-Divd0KoqB4AaABAg,Os EUA tinha que mostra as provas que ele realmente era envolvido com o tráfico..,2026-01-04T12:18:49Z,UCG-fFAxQjZgJmn0w7Brj5xQ,Brasil Urgente,BR,os eua tinha que mostra as provas que ele realmente era envolvido com o trafico,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
gJl5M1sxfFg,Trump faz alerta ao presidente da Colômbia após captura de Maduro | CNN Brasil,Ugy0Ajj5K2FZNkosI8x4AaABAg,"Só os Estados Unidos pra dar jeito,  por é o pais que domina o mundo e dita as regras.",2026-01-06T00:19:28Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,so os estados unidos pra dar jeito por e o pais que domina o mundo e dita as regras,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
eSTCscEeywM,"Em tribunal, Maduro diz que foi &quot;sequestrado&quot; e se declara inocente | Brasil Urgente",UgxeEJC4X-cBoVKbboh4AaABAg,Que o  Ladrão do Lula amiguinho do Maduro seja o próximo preso pelo os EUA 🙌🙏 !,2026-01-06T03:44:17Z,UCG-fFAxQjZgJmn0w7Brj5xQ,Brasil Urgente,BR,que o ladrao do lula amiguinho do maduro seja o proximo preso pelo os eua,pt,TRUE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
4yj4IhQe18o,Como forças de elite dos EUA capturaram Nicolás Maduro,UgyJS6AOUwgIJBMCpy54AaABAg,Mentira foi uma traição nenguêm atirou nos helicopteros foi conspiração uma rebelião militar Venezuelana o maduro foi entregue pros EUA,2026-01-06T15:51:09Z,UCaGmdJSSiR7fkh2A-c6emsA,g1,BR,mentira foi uma traicao nenguem atirou nos helicopteros foi conspiracao uma rebeliao militar venezuelana o maduro foi entregue pros eua,pt,TRUE,FALSE,TRUE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA
Kgd3ampurno,"🚨PETROBRAS NA MIRA, DESESPERO FAZ LULA CONVOCAR REUNIÃO DE EMERGÊNCIA, IMPACTOS DA PRISÃO DE MADURO",Ugx9ac6jsHaFF3NlV7R4AaABAg,"Concordo com a prisão de Maduro, mas em relação ao petróleo, será só exploração como EUA sempre fez , ...",2026-01-05T22:24:56Z,UCxj2IbZxr2Xsm2lgpa5nIng,Josué Aragão,BR,concordo com a prisao de maduro mas em relacao ao petroleo sera so exploracao como eua sempre fez,pt,FALSE,TRUE,TRUE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA
A5vwzaMTklk,Lula diz que ataques de Trump à Venezuela e prisão de Maduro são &#39;inaceitáveis&#39;,Ugy_64hWczfQF1bHmKV4AaABAg,Os ricos do Brasil defende cuba mas só viaja prós estados unidos,2026-01-04T20:00:34Z,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL,BR,os ricos do brasil defende cuba mas so viaja pros estados unidos,pt,TRUE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
XDByNex5jIU,Trump publica imagem de Maduro preso a bordo de navio dos EUA,Ugyaw7O-pSMJqZB8rQh4AaABAg,Nenhum ditador do mundo escaparam dos Estados Unidos.,2026-01-03T22:52:43Z,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,BR,nenhum ditador do mundo escaparam dos estados unidos,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
usnxhETF6Nk,LÉO LINS - A ANÁLISE COMPLETA DA PROSÃO DO MADURO,UgwZOSyOW7CZfssLwIR4AaABAg,"Leo Lins teve uma ótima ideia. Ainda bem que os americanos deram conta do recado. Mas acho que, pra garantir mesmo, Trump podia ter contratado o MST para invadir a Venezuela; afinal, eles têm muito mais experiência em invasão que a Delta Force. Pagando bem, acho que mudavam de lado.",2026-01-10T21:10:16Z,UCsVC1esYT6Fj5OHaE5Ys1cw,Léo Lins,BR,leo lins teve uma otima ideia ainda bem que os americanos deram conta do recado mas acho que pra garantir mesmo trump podia ter contratado o mst para invadir a venezuela afinal eles tem muito mais experiencia em invasao que a delta force pagando bem acho que mudavam de lado,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
A5vwzaMTklk,Lula diz que ataques de Trump à Venezuela e prisão de Maduro são &#39;inaceitáveis&#39;,UgyAFby8qx7OWzQpnl14AaABAg,"🚨 500 MILHÕES DE DÓLARES EM DEFESAS AÉREAS – NENHUM TIRO FOI DISPARADO 🇻🇪

REVELAÇÃO CHOCANTE: A Venezuela gastou centenas de milhões em sistemas avançados de defesa aérea da China e da Rússia. Mísseis S-300. Sistemas de radar. Baterias antiaéreas.

Na noite passada, enquanto as forças dos EUA atacavam Caracas e invadiam o palácio presidencial, NENHUM desses sistemas foi ativado.

Nenhum míssil foi lançado. Nenhum radar foi acionado. Nenhuma defesa foi utilizada.

PERGUNTAS QUE EXIGEM RESPOSTAS:

❓ Foram sabotados?  
❓ As ordens nunca foram dadas?  
❓ Houve traição interna?  
❓ Ou simplesmente eram ineficazes?

Um presidente capturado. Defesas de uma nação em silêncio. Bilhões gastos em proteção que não protegeu.

Essa já não é mais apenas a história da Venezuela. Cada país que investiu nesses sistemas está observando e se perguntando: Funcionariam quando mais precisássemos?",2026-01-04T19:23:00Z,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL,BR,milhoes de dolares em defesas aereas nenhum tiro foi disparado revelacao chocante a venezuela gastou centenas de milhoes em sistemas avancados de defesa aerea da china e da russia misseis s sistemas de radar baterias antiaereas na noite passada enquanto as forcas dos eua atacavam caracas e invadiam o palacio presidencial nenhum desses sistemas foi ativado nenhum missil foi lancado nenhum radar foi acionado nenhuma defesa foi utilizada perguntas que exigem respostas foram sabotados as ordens nunca foram dadas houve traicao interna ou simplesmente eram ineficazes um presidente capturado defesas de uma nacao em silencio bilhoes gastos em protecao que nao protegeu essa ja nao e mais apenas a historia da venezuela cada pais que investiu nesses sistemas esta observando e se perguntando funcionariam quando mais precisassemos,pt,TRUE,FALSE,TRUE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA
